tags_0,tags_1,tags_2,tags_3,tags_4,label,link,topic,value
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,"The weather's pretty nice today, isn't it?",,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,"   the weather today?  It's just awful, isn't it?",,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,I'll hopefully see you again soon.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,God bless you!,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Isn't this a glorious day?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Vo kommen see hair?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Nine,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Bit ah,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Ghizewndhite,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Gootten tog,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Owf Deutch?  Owder owf English?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Enshewldeegoong,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Yah,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Dongku shayn,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Owf viederzain.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Isch lieba disch.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Au revoir.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Buenos dias.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Adios.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Bon jour.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Dzai jen.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Ni how.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Konnichiwa.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.What,Sayonara.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,How are you?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,How have you been?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,What have you been up to since I last saw you?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,"I'm sorry, I remember we have met but I can't remember your name.",,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Are you ignoring me?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Remember me?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,What's up?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,I'm okay.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,The same as always.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Tell me your $$Identifiers=name$$.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Excuse me?,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Fine thank you.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,It's nice to see you again.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Oh not too bad.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,It's nice to meet you.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Lovely meeting you.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,It was nice to have met you.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Thanks for asking.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,"I'm pretty good, thanks.",,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,I'm tired today.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,I've heard a lot about you.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Good to see you again.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Ciao.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,See ya.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Goodnight.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Goodbye.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Safe trip.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,Good luck.,,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,"The weather's pretty nice today, isn't it?",,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,"Have you seen the weather today?  It's just awful, isn't it?",,,
CHAT,Greeting & Meeting,Person.Me,Time.Present,Aspect.Who,I'll hopefully see you again soon.,,,
CHAT,Christmas Party,Person.Me,Time.Present,Aspect.What,"I hope you will come to my party.  I will post an invitation on the bulletin board.    It's going to be on the 26th, from 4 'till 8, in the  community room.  I would appreciate it if you would bring  a food item .    There will be an optional gift exchange.    how  about bringing a gift you got , that you don't really want?  Wrapped.  And we will draw numbers to exchange them.",,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,Hi doctor fiden.  How are you today?,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,I am having a lot of trouble with my g tube.  It's been leaking more and more.  The stoma just keeps getting bigger.  Probably from the weight of the tube after all these years.,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,The medicines and   feed just pour out.   and won't do me any good if they are not digested.,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,But the worst part is the pain of my skin.  It is breaking down from the stomach acid and being wet all the time.,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,"I just need a bigger tube,  but the last time she went to g i clinic, they told me I have the biggest tube manufactured.",,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,The doctor there told me to take less at a time.  But more feedings.   Now it even leaks when I only have a very little.,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,i can't cut them down any more and lead an active life style.,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,The only answer seems to be to close the space between the tube and the stoma.   But there is no way to get a bigger tube.,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,That leaves decreasing the size of the stoma.,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,"What is the best way to do this?  And since i plan on remaining active, wouldn't it be only temporary?",,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,"Also, doctor fiden, I am still having trouble with my double vision.  I can't get a script for strong enough prism in my lenses.",,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,My sleeping patterns have improved when i stopped taking the enablex prescribed by the urologist.  But now I  am having trouble with a spasming bladder.  I am going to see him on the 19th.,,,
CHAT,D.   Fiden,Person.Me,Time.Present,Aspect.What,Also head aches have decreased.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,I have $$Aches and Pains description=a terrible$$ pain.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,It's $$Aches and Pains description=excruciating$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,Please attend to my $$Things - medical=bandages$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,I need to be changed.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,It's my $$Body sg.  & pl.   (C)=shoulder$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,I have $$Ache and Pain types=a headache$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,Can I have something for my $$Ache and Pain types=headache$$?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,Please brush my teeth.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,My $$Body sg.   Internal & 'hard parts'=back$$ is $$Verbs degree of pain=hurting$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,My $$Body Pl.  all=muscles$$ are $$Verbs degree of pain=sore$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,I need $$Pain Relievers=some Tylenol$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,Please check my $$Body sg.  & pl.   (C)=nails$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,My $$Body-sg Back/Torso=head$$ is $$verbs (pain) - hurt/ sting/ throb=throbbing$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,My $$Body Pl.  all=eyes$$ are $$verbs (pain) - hurt/ sting/ throb=burning$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,I'm allergic to $$Pain Relievers=aspirin$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,There's something in my $$Body Sg. Head/Face=eye$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,It hurts when I $$Verbs - body actions=move$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,I'm experiencing $$Ache and Pain types=nausea$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,"I'm out of $$Pain Relievers=Calcium carbonate$$, can you give me another prescription.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,"May I go to bed, please?",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,I have an appointment with $$Roles Professional Medical/ Dental=a specialist$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,It's a $$Numbers=5$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.What,I feel like chit.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Who,Are you $$Roles Professional Medical/ Dental=the doctor$$?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Who,Can you contact my $$Roles Professional Medical/ Dental=doctor$$ for me?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Who,I'd like to talk to $$Roles Professional Medical/ Dental=a doctor$$ about my $$Ache and Pain types=back pain$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Who,My $$Roles Professional Medical/ Dental=doctor$$ suggested I take $$Pain Relievers=Vicodin$$ for the $$Ache and Pain types=pain$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Who,My $$Roles Professional Medical/ Dental=doctor$$ is $$Names - General=Dr. Ubanks$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Who,"My $$Relationships:  Family=father$$ helps me with my $$Medicines general (pills, etc.)=medicine$$.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Who,I'd like to talk to $$Roles Professional Medical/ Dental=a doctor$$ about it.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Who,I have an appointment with $$Roles Professional Medical/ Dental=a specialist$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,I've had this $$Ache and Pain types=pain$$ $$Time - Occur=about an hour$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,I've had it $$Time - Occur=a week$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,$$Time - Occur=[How long?]$$,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,"How long will it take for the $$Medicines general (pills, etc.)=aspirin$$ to start to work?",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,It comes and goes.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,It started $$Time - Span=yesterday evening$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,$$Time - Span=[When?]$$,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,How many times a day do I take it?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,It just started.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,It hurts when I $$Verbs - body actions=move$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,$$Time - Clock=[Time - clock]$$,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,When can I see a doctor?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,It hurts when I $$Verbs - contact/ touch/ tap/ press=press$$ $$Places locative/ deictic adverbs=here$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,I $$Time adverbial frequency/ repetition=seldom$$ have it.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,$$Time adverbial frequency/ repetition=[How often?]$$,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,I have an appointment with $$Roles Professional Medical/ Dental=the specialist$$ $$Time - Span=on Monday$$ $$Time - Clock=[at 10]$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,I get them $$Time adverbial frequency/ repetition=all the time$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,"I've had it $$Adverbs - number of times (once,...)=3 times$$ this week.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,"$$Adverbs - number of times (once,...)=[how many times?]$$",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,"I take $$Pain Relievers=ibuprofen$$ $$Adverbs - number of times (once,...)=4 times$$ a day.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.When,It keeps coming back.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,My $$Body sg.  & pl.   (C)=back$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,Don't come too near.  I'm contagious.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,How do I get to $$Places Medical related=the pharmacy$$?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,The pain is $$Grammar prepositions location=in$$ my $$Body sg.  & pl.   (C)=foot$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,$$Places locative/ deictic adverbs=[Show me where?]$$,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,Did you say $$Directions=it's across the street$$?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,It's $$Places locative/ deictic adverbs=here$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,Where is $$Roles Professional Medical/ Dental=the doctor$$?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,The pain shoots from $$Places locative/ deictic adverbs=here$$ to $$Places locative/ deictic adverbs=here$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,Do I go $$Directions=down the hall$$?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,The pain extends from my $$Body sg.  & pl.   (C)=feet$$ to my $$Body sg.  & pl.   (C)=knees$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,"I can't find my $$Medicines general (pills, etc.)=pills$$.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,It's only on $$Place left /right /front etc.=the left$$ side.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Where,"Could you put my $$Medicines general (pills, etc.)=ointment$$ $$Places - Inside=on the table$$?",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,Because I $$Aches & pains common causes=tried to lift something too heavy$$,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,"I've already taken $$Pain Relievers=some aspirin$$, and it still hurts.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I don't like taking too many pain killers.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I think it's because I $$Aches & pains common causes=drank too much$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I can't sleep unless I get some relief.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I get side effects from taking $$Pain Relievers=Vicodin$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I don't know why.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,What do you think?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I'm allergic to $$Pain Relievers=aspirin$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I haven't $$Aches & pains common causes=had trouble sleeping$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,"Doctor, what is your honest opinion?",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,"No, I'm not allergic to $$Pain Relievers=Vicodin$$.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I have $$Injury & Illness=a cold$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.Why,I'm not allergic to anything that I know of.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,My $$Ache and Pain types=headache$$ hurts $$Intensity=like hell$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,It's a $$Aches and Pains description=sharp$$ pain.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,The $$Pain Relievers=aspirin$$ isn't working yet.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,How much of this medicine do I need to take?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,It's $$Aches and Pains description=excruciating$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,It's bothering me $$Intensity=a lot$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,"I've already taken $$Pain Relievers=some aspirin$$, and it still hurts.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,What side effects does it have?,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,"On a scale of 1 to 10, it's about $$Numbers=10$$.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,They are $$verbs (pain) - hurt/ sting/ throb=throbbing$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,"I prefer to take my $$Medicines general (pills, etc.)=pills$$ $$Time - Span=after breakfast$$.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,"To remember my medicines, I keep the daily doses in a marked container.",,,
TASK,Aches and Pains,Role.Seek,Time.Present,Aspect.How,It $$verbs (pain) - hurt/ sting/ throb=stings$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,My $$Ache and Pain types=headache$$ hurt $$Intensity=like hell$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,It was a $$Aches and Pains description=sharp$$ pain.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,The $$Pain Relievers=aspirin$$ wasn't working yet.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,How much of this medicine did I need to take?,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,It was $$Aches and Pains description=excruciating$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,It was bothering me $$Intensity=a lot$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,"I'd already taken $$Pain Relievers=some aspirin$$, and it still hurt.",,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,What side effects did it have?,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,"On a scale of 1 to 10, it was about $$Numbers=10$$.",,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,They were $$verbs (pain) - hurt/ sting/ throb=throbbing$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,"I preferred to take my $$Medicines general (pills, etc.)=pills$$ $$Time - Span=after breakfast$$.",,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,"To remember my medicines, I kept the daily doses in a marked container.",,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.How,It $$verbs (pain) - hurt/ sting/ throb=stung$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I had $$Aches and Pains description=a terrible$$ pain.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I was $$Aches and Pains description=excruciating$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,They attended to my $$Things - medical=bandages$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I needed to be changed.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,It was my $$Body sg.  & pl.   (C)=shoulder$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I had $$Ache and Pain types=a headache$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,Did I have something for my $$Ache and Pain types=headache$$?,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,They brushed my teeth.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,My $$Body sg.   Internal & 'hard parts'=back$$ was $$Verbs degree of pain=hurting$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,My $$Body Pl.  all=muscles$$ were $$Verbs degree of pain=sore$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I needed $$Pain Relievers=some Tylenol$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,They checked my $$Body sg.  & pl.   (C)=nails$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,My $$Body-sg Back/Torso=head$$ was $$verbs (pain) - hurt/ sting/ throb=throbbing$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,My $$Body Pl.  all=eyes$$ were $$verbs (pain) - hurt/ sting/ throb=burning$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I was allergic to $$Pain Relievers=aspirin$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,There was something in my $$Body Sg. Head/Face=eye$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,It hurt when I $$Verbs - body actions=moved$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I was experiencing $$Ache and Pain types=nausea$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,"I was out of $$Pain Relievers=Calcium carbonate$$, did you give me another prescription?",,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I went to bed.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I had an appointment with $$Roles Professional Medical/ Dental=a specialist$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,It was a $$Numbers=5$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.What,I felt like chit.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.When,I had this $$Ache and Pain types=pain$$ for $$Time - Occur=about an hour$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.When,I had it for $$Time - Occur=a week$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.When,$$Time - Occur=[How long?]$$,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.When,"How long did it take for the $$Medicines general (pills, etc.)=aspirin$$ to start to work?",,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.When,It came and went.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.When,It started $$Time - Span=yesterday evening$$.,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.When,$$Time - Span=[When?]$$,,,
TASK,Aches and Pains,Role.Seek,Time.Past,Aspect.When,How many times a day did I take it?,,,
